comando,texto
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Ejecutando ahora.
modoSuper,Entrando al modo super. Acción confirmada.
encenderLuces,Encendiendo luces del hogar. Solicitud recibida.
modoSuper,Entrando al modo super. Iniciando proceso.
encenderLuces,Las luces han sido encendidas.
anteriorMelodia,Retrocediendo a la melodía previa. Gracias.
encenderLuces,Activando iluminación general. Iniciando proceso.
anteriorMelodia,Retrocediendo a la melodía previa. Ejecutando ahora.
apagarLuces,Las luces han sido apagadas. Ejecutando ahora.
modoSuper,Entrando al modo super. Ejecutando ahora.
siguienteMelodia,Avanzando a la siguiente pista musical.
modoSuper,Activando estado de máximo nivel. Ejecutando ahora.
cerrarPuerta,Cerrando puerta principal. Por favor.
abrirPuerta,Iniciando apertura de la puerta. Acción confirmada.
anteriorMelodia,Reproduciendo la melodía anterior. Ejecutando ahora.
encenderLuces,Encendiendo luces del hogar. Ejecutando ahora.
abrirPuerta,Accionando mecanismo para abrir la puerta. Procesando.
cerrarPuerta,Cerrando puerta principal.
siguienteMelodia,Avanzando a la siguiente pista musical. Acción confirmada.
encenderLuces,Las luces han sido encendidas. Procesando.
abrirPuerta,Accionando mecanismo para abrir la puerta. Por favor.
apagarLuces,Desactivando iluminación general. Procesando.
apagarLuces,Apagando luces del hogar. Gracias.
modoNormal,Regresando al modo estándar. Procesando.
abrirPuerta,Abriendo puerta principal. Gracias.
encenderLuces,Activando iluminación general. Por favor.
siguienteMelodia,Cambiando a la melodía siguiente.
abrirPuerta,Accionando mecanismo para abrir la puerta. Por favor.
abrirPuerta,Iniciando apertura de la puerta. Procesando.
modoSuper,Entrando al modo super.
abrirPuerta,Abriendo puerta principal.
anteriorMelodia,Volviendo a la pista anterior. Procesando.
cerrarPuerta,Cerrando puerta principal.
abrirPuerta,Iniciando apertura de la puerta.
abrirPuerta,Abriendo puerta principal. Solicitud recibida.
cerrarPuerta,Iniciando cierre de la puerta. Ejecutando ahora.
cerrarPuerta,Cerrando puerta principal. Gracias.
siguienteMelodia,Avanzando a la siguiente pista musical. Ejecutando ahora.
modoNormal,Reestableciendo estado normal del sistema. Solicitud recibida.
apagarLuces,Las luces han sido apagadas. Por favor.
apagarLuces,Apagando luces del hogar. Solicitud recibida.
apagarLuces,Las luces han sido apagadas. Acción confirmada.
siguienteMelodia,Cambiando a la melodía siguiente. Ejecutando ahora.
encenderLuces,Encendiendo luces del hogar. Procesando.
siguienteMelodia,Cambiando a la melodía siguiente. Solicitud recibida.
apagarLuces,Las luces han sido apagadas. Gracias.
cerrarPuerta,Cerrando puerta principal. Iniciando proceso.
abrirPuerta,Iniciando apertura de la puerta. Procesando.
apagarLuces,Las luces han sido apagadas. Iniciando proceso.
modoSuper,Activando estado de máximo nivel. Procesando.
anteriorMelodia,Reproduciendo la melodía anterior. Procesando.
encenderLuces,Las luces han sido encendidas. Acción confirmada.
modoNormal,Regresando al modo estándar. Procesando.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Procesando.
modoSuper,Activando estado de máximo nivel. Gracias.
cerrarPuerta,Iniciando cierre de la puerta. Por favor.
apagarLuces,Las luces han sido apagadas. Iniciando proceso.
modoSuper,Entrando al modo super.
apagarLuces,Desactivando iluminación general. Gracias.
siguienteMelodia,Reproduciendo la siguiente melodía. Por favor.
encenderLuces,Las luces han sido encendidas. Acción confirmada.
abrirPuerta,Accionando mecanismo para abrir la puerta. Ejecutando ahora.
encenderLuces,Encendiendo luces del hogar. Procesando.
cerrarPuerta,Iniciando cierre de la puerta. Acción confirmada.
modoNormal,Regresando al modo estándar. Acción confirmada.
anteriorMelodia,Volviendo a la pista anterior. Gracias.
anteriorMelodia,Retrocediendo a la melodía previa. Gracias.
encenderLuces,Activando iluminación general. Ejecutando ahora.
siguienteMelodia,Reproduciendo la siguiente melodía. Procesando.
modoNormal,Regresando al modo estándar. Solicitud recibida.
siguienteMelodia,Cambiando a la melodía siguiente. Gracias.
anteriorMelodia,Volviendo a la pista anterior. Acción confirmada.
modoSuper,Entrando al modo super. Solicitud recibida.
cerrarPuerta,Cerrando puerta principal. Iniciando proceso.
anteriorMelodia,Volviendo a la pista anterior. Acción confirmada.
encenderLuces,Activando iluminación general. Gracias.
encenderLuces,Activando iluminación general. Ejecutando ahora.
cerrarPuerta,Iniciando cierre de la puerta. Acción confirmada.
anteriorMelodia,Retrocediendo a la melodía previa. Solicitud recibida.
apagarLuces,Apagando luces del hogar. Iniciando proceso.
anteriorMelodia,Volviendo a la pista anterior. Por favor.
abrirPuerta,Accionando mecanismo para abrir la puerta. Ejecutando ahora.
apagarLuces,Desactivando iluminación general. Acción confirmada.
siguienteMelodia,Reproduciendo la siguiente melodía. Acción confirmada.
apagarLuces,Las luces han sido apagadas. Gracias.
abrirPuerta,Abriendo puerta principal.
anteriorMelodia,Volviendo a la pista anterior. Procesando.
modoNormal,Modo normal activado. Procesando.
siguienteMelodia,Cambiando a la melodía siguiente. Iniciando proceso.
abrirPuerta,Iniciando apertura de la puerta. Iniciando proceso.
abrirPuerta,Abriendo puerta principal. Ejecutando ahora.
modoNormal,Reestableciendo estado normal del sistema. Por favor.
modoSuper,Activando estado de máximo nivel. Gracias.
siguienteMelodia,Avanzando a la siguiente pista musical. Procesando.
siguienteMelodia,Cambiando a la melodía siguiente. Acción confirmada.
encenderLuces,Activando iluminación general. Solicitud recibida.
modoNormal,Modo normal activado. Procesando.
apagarLuces,Desactivando iluminación general. Por favor.
apagarLuces,Las luces han sido apagadas. Procesando.
siguienteMelodia,Reproduciendo la siguiente melodía.
anteriorMelodia,Retrocediendo a la melodía previa. Iniciando proceso.
anteriorMelodia,Volviendo a la pista anterior. Procesando.
modoSuper,Modo super activado. Solicitud recibida.
anteriorMelodia,Retrocediendo a la melodía previa. Iniciando proceso.
siguienteMelodia,Avanzando a la siguiente pista musical. Gracias.
apagarLuces,Desactivando iluminación general. Gracias.
apagarLuces,Las luces han sido apagadas. Solicitud recibida.
siguienteMelodia,Reproduciendo la siguiente melodía. Acción confirmada.
encenderLuces,Encendiendo luces del hogar. Gracias.
abrirPuerta,Iniciando apertura de la puerta. Ejecutando ahora.
abrirPuerta,Accionando mecanismo para abrir la puerta. Solicitud recibida.
cerrarPuerta,Iniciando cierre de la puerta. Iniciando proceso.
siguienteMelodia,Cambiando a la melodía siguiente. Ejecutando ahora.
anteriorMelodia,Reproduciendo la melodía anterior. Ejecutando ahora.
anteriorMelodia,Reproduciendo la melodía anterior. Ejecutando ahora.
modoSuper,Modo super activado. Acción confirmada.
modoSuper,Activando estado de máximo nivel. Iniciando proceso.
modoNormal,Reestableciendo estado normal del sistema. Acción confirmada.
modoSuper,Activando estado de máximo nivel. Por favor.
modoNormal,Modo normal activado. Por favor.
modoNormal,Regresando al modo estándar. Gracias.
encenderLuces,Encendiendo luces del hogar. Iniciando proceso.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Acción confirmada.
apagarLuces,Desactivando iluminación general. Ejecutando ahora.
anteriorMelodia,Retrocediendo a la melodía previa. Iniciando proceso.
anteriorMelodia,Volviendo a la pista anterior. Ejecutando ahora.
encenderLuces,Encendiendo luces del hogar. Acción confirmada.
encenderLuces,Las luces han sido encendidas. Por favor.
modoSuper,Activando estado de máximo nivel.
abrirPuerta,Accionando mecanismo para abrir la puerta.
abrirPuerta,Iniciando apertura de la puerta.
apagarLuces,Las luces han sido apagadas. Iniciando proceso.
abrirPuerta,Abriendo puerta principal. Procesando.
encenderLuces,Encendiendo luces del hogar. Ejecutando ahora.
siguienteMelodia,Avanzando a la siguiente pista musical.
apagarLuces,Apagando luces del hogar. Iniciando proceso.
encenderLuces,Activando iluminación general. Por favor.
anteriorMelodia,Retrocediendo a la melodía previa.
modoNormal,Regresando al modo estándar. Acción confirmada.
siguienteMelodia,Cambiando a la melodía siguiente. Acción confirmada.
siguienteMelodia,Reproduciendo la siguiente melodía.
anteriorMelodia,Reproduciendo la melodía anterior. Procesando.
abrirPuerta,Accionando mecanismo para abrir la puerta. Gracias.
abrirPuerta,Abriendo puerta principal. Procesando.
anteriorMelodia,Volviendo a la pista anterior. Ejecutando ahora.
abrirPuerta,Abriendo puerta principal. Acción confirmada.
encenderLuces,Encendiendo luces del hogar. Procesando.
anteriorMelodia,Reproduciendo la melodía anterior. Ejecutando ahora.
modoNormal,Regresando al modo estándar. Acción confirmada.
modoSuper,Entrando al modo super. Ejecutando ahora.
abrirPuerta,Iniciando apertura de la puerta. Acción confirmada.
anteriorMelodia,Volviendo a la pista anterior. Por favor.
modoNormal,Reestableciendo estado normal del sistema. Procesando.
modoNormal,Reestableciendo estado normal del sistema.
modoSuper,Entrando al modo super. Acción confirmada.
modoNormal,Reestableciendo estado normal del sistema. Ejecutando ahora.
modoNormal,Regresando al modo estándar. Acción confirmada.
modoNormal,Modo normal activado. Por favor.
modoSuper,Activando estado de máximo nivel. Ejecutando ahora.
abrirPuerta,Abriendo puerta principal. Por favor.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Acción confirmada.
siguienteMelodia,Reproduciendo la siguiente melodía. Iniciando proceso.
anteriorMelodia,Volviendo a la pista anterior. Ejecutando ahora.
modoSuper,Activando estado de máximo nivel. Iniciando proceso.
apagarLuces,Desactivando iluminación general. Iniciando proceso.
apagarLuces,Apagando luces del hogar. Por favor.
modoSuper,Activando estado de máximo nivel. Iniciando proceso.
apagarLuces,Las luces han sido apagadas. Gracias.
encenderLuces,Encendiendo luces del hogar. Procesando.
encenderLuces,Activando iluminación general. Por favor.
anteriorMelodia,Volviendo a la pista anterior. Acción confirmada.
abrirPuerta,Accionando mecanismo para abrir la puerta. Solicitud recibida.
siguienteMelodia,Avanzando a la siguiente pista musical.
abrirPuerta,Abriendo puerta principal. Gracias.
siguienteMelodia,Cambiando a la melodía siguiente. Iniciando proceso.
cerrarPuerta,Cerrando puerta principal. Por favor.
modoSuper,Activando estado de máximo nivel. Iniciando proceso.
modoSuper,Entrando al modo super.
siguienteMelodia,Avanzando a la siguiente pista musical. Gracias.
anteriorMelodia,Reproduciendo la melodía anterior. Por favor.
modoNormal,Regresando al modo estándar.
anteriorMelodia,Reproduciendo la melodía anterior. Gracias.
anteriorMelodia,Reproduciendo la melodía anterior. Iniciando proceso.
siguienteMelodia,Reproduciendo la siguiente melodía. Ejecutando ahora.
apagarLuces,Desactivando iluminación general. Por favor.
modoSuper,Modo super activado. Acción confirmada.
modoNormal,Modo normal activado. Acción confirmada.
apagarLuces,Desactivando iluminación general. Solicitud recibida.
encenderLuces,Las luces han sido encendidas. Acción confirmada.
abrirPuerta,Abriendo puerta principal. Acción confirmada.
modoNormal,Reestableciendo estado normal del sistema. Gracias.
abrirPuerta,Iniciando apertura de la puerta. Ejecutando ahora.
modoNormal,Regresando al modo estándar. Iniciando proceso.
siguienteMelodia,Reproduciendo la siguiente melodía. Solicitud recibida.
modoNormal,Reestableciendo estado normal del sistema. Gracias.
modoNormal,Modo normal activado. Procesando.
siguienteMelodia,Cambiando a la melodía siguiente. Procesando.
siguienteMelodia,Avanzando a la siguiente pista musical. Solicitud recibida.
modoNormal,Regresando al modo estándar. Iniciando proceso.
modoSuper,Activando estado de máximo nivel.
apagarLuces,Desactivando iluminación general.
modoNormal,Modo normal activado. Procesando.
modoNormal,Regresando al modo estándar. Procesando.
encenderLuces,Las luces han sido encendidas.
apagarLuces,Apagando luces del hogar. Por favor.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Ejecutando ahora.
abrirPuerta,Accionando mecanismo para abrir la puerta. Por favor.
abrirPuerta,Abriendo puerta principal. Ejecutando ahora.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Gracias.
modoSuper,Activando estado de máximo nivel. Procesando.
apagarLuces,Las luces han sido apagadas. Por favor.
encenderLuces,Las luces han sido encendidas. Procesando.
abrirPuerta,Accionando mecanismo para abrir la puerta. Iniciando proceso.
apagarLuces,Apagando luces del hogar. Iniciando proceso.
siguienteMelodia,Avanzando a la siguiente pista musical. Acción confirmada.
abrirPuerta,Accionando mecanismo para abrir la puerta. Iniciando proceso.
cerrarPuerta,Iniciando cierre de la puerta.
siguienteMelodia,Avanzando a la siguiente pista musical. Iniciando proceso.
abrirPuerta,Accionando mecanismo para abrir la puerta. Por favor.
apagarLuces,Las luces han sido apagadas. Gracias.
abrirPuerta,Accionando mecanismo para abrir la puerta.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Por favor.
siguienteMelodia,Reproduciendo la siguiente melodía. Ejecutando ahora.
encenderLuces,Activando iluminación general. Iniciando proceso.
siguienteMelodia,Reproduciendo la siguiente melodía.
modoSuper,Modo super activado. Procesando.
cerrarPuerta,Cerrando puerta principal. Gracias.
cerrarPuerta,Iniciando cierre de la puerta. Iniciando proceso.
abrirPuerta,Iniciando apertura de la puerta. Gracias.
siguienteMelodia,Cambiando a la melodía siguiente. Solicitud recibida.
modoNormal,Regresando al modo estándar. Iniciando proceso.
modoNormal,Regresando al modo estándar. Solicitud recibida.
modoSuper,Modo super activado.
encenderLuces,Activando iluminación general. Gracias.
anteriorMelodia,Volviendo a la pista anterior. Por favor.
encenderLuces,Las luces han sido encendidas. Procesando.
modoNormal,Modo normal activado. Por favor.
modoNormal,Regresando al modo estándar. Gracias.
cerrarPuerta,Cerrando puerta principal. Procesando.
abrirPuerta,Accionando mecanismo para abrir la puerta. Acción confirmada.
encenderLuces,Encendiendo luces del hogar. Iniciando proceso.
siguienteMelodia,Cambiando a la melodía siguiente.
encenderLuces,Activando iluminación general. Solicitud recibida.
encenderLuces,Activando iluminación general. Gracias.
modoNormal,Regresando al modo estándar. Ejecutando ahora.
apagarLuces,Las luces han sido apagadas. Solicitud recibida.
cerrarPuerta,Iniciando cierre de la puerta. Solicitud recibida.
